Date,Open,High,Low,Close,Adj Close,Volume
2021-02-08,1015.000000,1047.050049,1013.349976,1028.449951,1027.924683,354726
2021-02-09,1037.699951,1046.900024,1022.400024,1038.250000,1037.719727,438190
2021-02-10,1047.650024,1080.900024,1033.250000,1071.349976,1070.802856,741879
2021-02-11,1083.800049,1137.199951,1077.000000,1129.449951,1128.873169,1720614
2021-02-12,1137.800049,1159.000000,1094.000000,1110.650024,1110.082764,960909
2021-02-15,1137.000000,1240.000000,1131.000000,1178.800049,1178.197998,4034003
2021-02-16,1198.000000,1294.000000,1162.699951,1273.800049,1273.149536,3710214
2021-02-17,1276.750000,1330.000000,1259.000000,1301.050049,1300.385620,2510088
2021-02-18,1309.599976,1325.000000,1278.050049,1313.750000,1313.079102,1390752
2021-02-19,1306.000000,1312.000000,1241.699951,1280.050049,1279.396362,734221
2021-02-22,1290.000000,1305.000000,1246.250000,1265.800049,1265.153564,506067
2021-02-23,1273.000000,1303.000000,1256.150024,1286.550049,1285.893066,383570
2021-02-24,1296.250000,1344.000000,1270.000000,1318.650024,1317.976563,388603
2021-02-25,1339.800049,1410.000000,1335.000000,1395.900024,1395.187134,731085
2021-02-26,1385.000000,1443.400024,1360.000000,1368.650024,1367.951050,1647656
2021-03-01,1385.000000,1573.900024,1379.050049,1563.750000,1562.951416,2627071
2021-03-02,1585.000000,1663.150024,1517.150024,1607.849976,1607.028809,3111655
2021-03-03,1608.000000,1639.449951,1582.800049,1602.150024,1601.331787,1270366
2021-03-04,1617.900024,1690.000000,1600.050049,1612.400024,1611.576538,2455368
2021-03-05,1615.400024,1647.599976,1562.000000,1581.800049,1580.992188,1250155
2021-03-08,1596.050049,1632.000000,1556.050049,1566.449951,1565.650024,803039
2021-03-09,1580.400024,1588.400024,1503.000000,1537.250000,1536.464966,839875
2021-03-10,1541.099976,1605.199951,1525.000000,1599.300049,1598.483276,1170778
2021-03-12,1622.000000,1623.300049,1538.000000,1573.949951,1573.146118,1023219
2021-03-15,1575.900024,1576.800049,1523.099976,1553.150024,1552.356812,678017
2021-03-16,1559.900024,1599.000000,1530.000000,1570.900024,1570.097778,651515
2021-03-17,1571.000000,1576.599976,1509.199951,1523.400024,1522.622070,436834
2021-03-18,1537.949951,1564.900024,1460.250000,1484.349976,1483.591919,1149967
2021-03-19,1490.900024,1522.150024,1428.250000,1514.650024,1513.876465,1036169
2021-03-22,1515.949951,1545.000000,1474.550049,1530.500000,1529.718384,698562
2021-03-23,1535.000000,1604.000000,1520.000000,1580.199951,1579.392944,1534101
2021-03-24,1579.199951,1618.400024,1528.849976,1538.500000,1537.714355,1636452
2021-03-25,1549.550049,1553.449951,1485.000000,1534.150024,1533.366577,1122154
2021-03-26,1558.000000,1570.050049,1535.000000,1561.000000,1560.202759,667210
2021-03-30,1585.000000,1637.949951,1546.099976,1626.099976,1625.269531,1948335
2021-03-31,1637.000000,1665.300049,1619.800049,1656.500000,1655.654053,1364001
2021-04-01,1675.000000,1693.699951,1635.949951,1646.750000,1645.909058,1007936
2021-04-05,1647.800049,1668.000000,1602.000000,1617.150024,1616.324219,697617
2021-04-06,1623.000000,1708.050049,1615.400024,1657.150024,1656.303711,1888582
2021-04-07,1663.949951,1711.949951,1663.000000,1697.949951,1697.082764,1016870
2021-04-08,1706.449951,1750.000000,1703.050049,1712.099976,1711.225586,1245796
2021-04-09,1707.000000,1723.650024,1674.650024,1681.250000,1680.391357,721294
2021-04-12,1670.000000,1670.000000,1573.349976,1582.800049,1581.991699,815976
2021-04-13,1596.000000,1627.500000,1568.400024,1587.099976,1586.289429,785135
2021-04-15,1587.000000,1615.849976,1557.000000,1608.150024,1607.328735,651992
2021-04-16,1614.949951,1625.000000,1582.000000,1587.949951,1587.139038,790412
2021-04-19,1549.599976,1571.900024,1533.250000,1558.849976,1558.053833,469972
2021-04-20,1585.599976,1595.750000,1550.000000,1559.849976,1559.053345,430408
2021-04-22,1552.000000,1609.000000,1550.000000,1598.550049,1597.733643,598104
2021-04-23,1611.550049,1673.849976,1607.349976,1627.849976,1627.018677,1531076
2021-04-26,1648.400024,1654.599976,1607.000000,1637.500000,1636.663696,1464576
2021-04-27,1650.000000,1795.000000,1650.000000,1782.550049,1781.639771,4531215
2021-04-28,1805.000000,1850.000000,1755.000000,1780.449951,1779.540649,3388293
2021-04-29,1800.000000,1827.699951,1775.050049,1787.250000,1786.337280,1225613
2021-04-30,1787.000000,1900.000000,1767.900024,1865.599976,1864.647217,2623486
2021-05-03,1865.599976,1955.000000,1855.599976,1904.099976,1903.127563,2911349
2021-05-04,1923.050049,1943.900024,1840.550049,1863.750000,1862.798218,1554705
2021-05-05,1864.000000,1924.900024,1845.000000,1904.000000,1903.027588,1257678
2021-05-06,1960.000000,1988.000000,1881.000000,1891.199951,1890.234131,3165908
2021-05-07,1900.699951,1918.599976,1792.150024,1803.050049,1802.129272,2537304
2021-05-10,1820.050049,1825.000000,1771.000000,1775.800049,1774.893188,1501458
2021-05-11,1768.000000,1829.199951,1755.800049,1797.449951,1796.531982,1270066
2021-05-12,1797.449951,1813.650024,1776.349976,1791.300049,1790.385254,893835
2021-05-14,1806.000000,1809.349976,1712.000000,1728.099976,1727.217407,1047386
2021-05-17,1734.949951,1764.500000,1714.000000,1718.650024,1717.772339,854158
2021-05-18,1742.949951,1837.000000,1729.199951,1794.300049,1793.383667,2668035
2021-05-19,1800.000000,1824.000000,1765.199951,1775.400024,1774.493286,916464
2021-05-20,1791.650024,1809.500000,1755.000000,1774.199951,1773.293823,670793
2021-05-21,1791.000000,1798.750000,1756.750000,1762.150024,1761.250122,840640
2021-05-24,1771.650024,1802.000000,1750.000000,1787.150024,1786.237305,850547
2021-05-25,1801.300049,1834.800049,1790.000000,1805.349976,1804.427979,994769
2021-05-26,1805.349976,1817.900024,1779.199951,1784.849976,1783.938477,497889
2021-05-27,1796.949951,1796.949951,1755.349976,1765.300049,1764.398560,876441
2021-05-28,1774.900024,1800.000000,1770.400024,1794.300049,1793.383667,679580
2021-05-31,1800.000000,1817.099976,1780.050049,1785.400024,1784.488281,600264
2021-06-01,1785.400024,1800.000000,1756.000000,1760.349976,1759.450928,695025
2021-06-02,1750.000000,1783.300049,1747.349976,1752.349976,1751.455078,849987
2021-06-03,1768.150024,1779.949951,1732.599976,1740.250000,1739.361328,1204687
2021-06-04,1746.000000,1755.000000,1718.000000,1731.650024,1730.765625,886686
2021-06-07,1741.000000,1760.000000,1736.150024,1754.150024,1753.254150,771077
2021-06-08,1761.000000,1847.900024,1749.150024,1825.650024,1824.717651,3410946
2021-06-09,1841.800049,1871.750000,1751.099976,1778.500000,1777.591675,2961106
2021-06-10,1792.000000,1806.800049,1762.099976,1785.699951,1784.787964,875861
2021-06-11,1797.800049,1823.500000,1786.550049,1791.800049,1790.885010,813359
2021-06-14,1792.000000,1800.000000,1755.550049,1769.800049,1768.896240,921598
2021-06-15,1770.000000,1820.000000,1770.000000,1775.099976,1774.193481,1171025
2021-06-16,1782.400024,1814.949951,1765.000000,1774.599976,1773.693726,1028848
2021-06-17,1764.949951,1789.449951,1749.050049,1772.849976,1771.944580,911870
2021-06-18,1785.000000,1792.000000,1715.000000,1754.800049,1753.903931,1169907
2021-06-21,1730.000000,1768.000000,1710.000000,1746.550049,1745.658081,804129
2021-06-22,1760.000000,1788.800049,1750.000000,1764.050049,1763.149170,812688
2021-06-23,1776.900024,1779.000000,1750.000000,1758.900024,1758.001709,553644
2021-06-24,1755.000000,1775.000000,1729.349976,1742.250000,1741.360229,799147
2021-06-25,1748.800049,1803.000000,1737.099976,1785.300049,1784.388306,1128077
2021-06-28,1794.300049,1814.000000,1771.050049,1775.949951,1775.042969,947197
2021-06-29,1777.000000,1789.900024,1747.599976,1760.300049,1759.401123,647060
2021-06-30,1767.800049,1825.500000,1761.599976,1808.550049,1807.626465,2130502
2021-07-01,1824.949951,1889.949951,1815.099976,1882.349976,1881.388672,3511656
2021-07-02,1898.000000,1943.000000,1892.349976,1927.599976,1926.615601,3059621
2021-07-05,1943.449951,1944.949951,1902.400024,1926.400024,1925.416260,1443361
2021-07-06,1927.000000,1938.199951,1872.000000,1885.849976,1884.886841,994745
2021-07-07,1894.800049,1950.000000,1886.849976,1942.349976,1941.358032,1965632
2021-07-08,1947.699951,1977.650024,1928.099976,1937.000000,1936.010742,1684727
2021-07-09,1930.000000,1953.849976,1918.099976,1940.750000,1939.758911,613501
2021-07-12,1955.000000,1983.000000,1945.400024,1952.050049,1951.053101,1047253
2021-07-13,1969.650024,1976.000000,1935.599976,1947.849976,1946.855225,615436
2021-07-14,1946.000000,1999.500000,1945.000000,1958.349976,1957.349854,1472141
2021-07-15,1969.000000,1974.650024,1937.400024,1946.849976,1945.855713,489056
2021-07-16,1954.000000,1974.000000,1945.000000,1951.500000,1950.503418,491113
2021-07-19,1948.949951,1970.699951,1938.449951,1958.050049,1957.050049,623242
2021-07-20,1958.000000,1969.000000,1880.349976,1907.699951,1907.699951,826807
2021-07-22,1927.750000,1948.400024,1910.000000,1929.449951,1929.449951,601608
2021-07-23,1936.000000,1954.849976,1925.000000,1933.400024,1933.400024,608475
2021-07-26,1939.900024,1962.000000,1915.000000,1921.800049,1921.800049,825468
2021-07-27,1933.000000,1947.800049,1891.400024,1909.250000,1909.250000,651804
2021-07-28,1917.000000,1917.000000,1882.000000,1900.000000,1900.000000,600790
2021-07-29,1906.800049,1914.900024,1884.050049,1900.849976,1900.849976,856479
2021-07-30,1970.000000,2084.899902,1946.449951,2039.199951,2039.199951,6873158
2021-08-02,2060.000000,2093.699951,2035.050049,2061.300049,2061.300049,1692703
2021-08-03,2080.000000,2156.000000,2065.600098,2093.800049,2093.800049,3375983
2021-08-04,2112.000000,2124.949951,2058.000000,2069.250000,2069.250000,1308004
2021-08-05,2069.000000,2133.600098,2048.000000,2108.050049,2108.050049,1894584
2021-08-06,2118.399902,2152.500000,2111.000000,2120.449951,2120.449951,1289881
2021-08-09,2129.800049,2184.000000,2115.000000,2177.149902,2177.149902,1591012
2021-08-10,2189.899902,2208.000000,2101.000000,2134.850098,2134.850098,1926164
2021-08-11,2143.850098,2163.000000,2062.149902,2098.899902,2098.899902,1559125
2021-08-12,2108.800049,2152.800049,2102.149902,2146.399902,2146.399902,822816
2021-08-13,2156.300049,2170.350098,2126.399902,2142.449951,2142.449951,768671
2021-08-16,2135.000000,2148.000000,2111.100098,2130.850098,2130.850098,588393
2021-08-17,2120.100098,2142.550049,2105.550049,2130.600098,2130.600098,569674
2021-08-18,2136.000000,2168.000000,2118.000000,2134.300049,2134.300049,694090
2021-08-20,2114.000000,2146.000000,2091.750000,2098.850098,2098.850098,706512
2021-08-23,2109.949951,2127.600098,2039.550049,2056.300049,2056.300049,757487
2021-08-24,2064.399902,2145.000000,2062.199951,2092.350098,2092.350098,2042283
2021-08-25,2102.600098,2119.350098,2081.500000,2090.649902,2090.649902,565601
2021-08-26,2095.000000,2097.800049,2068.899902,2086.350098,2086.350098,444663
2021-08-27,2080.000000,2136.800049,2076.500000,2130.949951,2130.949951,870778
2021-08-30,2145.000000,2280.000000,2145.000000,2270.199951,2270.199951,3671431
2021-08-31,2279.000000,2312.250000,2251.100098,2283.600098,2283.600098,1721286
2021-09-01,2287.949951,2333.100098,2272.000000,2304.449951,2304.449951,745482
2021-09-02,2304.000000,2335.000000,2285.050049,2321.850098,2321.850098,647328
2021-09-03,2321.850098,2405.000000,2307.899902,2348.699951,2348.699951,1199390
2021-09-06,2360.399902,2382.149902,2350.050049,2359.600098,2359.600098,567218
2021-09-07,2365.699951,2394.000000,2317.000000,2365.850098,2365.850098,795363
2021-09-08,2372.000000,2406.399902,2337.649902,2360.449951,2360.449951,884043
2021-09-09,2360.199951,2375.750000,2346.000000,2360.699951,2360.699951,358333
2021-09-13,2360.250000,2439.899902,2348.000000,2427.600098,2427.600098,1449411
2021-09-14,2439.699951,2468.850098,2420.000000,2451.149902,2451.149902,1002384
2021-09-15,2458.899902,2468.949951,2443.699951,2451.550049,2451.550049,441513
2021-09-16,2459.000000,2470.600098,2424.000000,2448.600098,2448.600098,416138
2021-09-17,2455.000000,2487.000000,2402.350098,2416.250000,2416.250000,721035
2021-09-20,2408.000000,2419.800049,2357.100098,2375.500000,2375.500000,534811
2021-09-21,2373.000000,2446.949951,2314.000000,2434.149902,2434.149902,1005310
2021-09-22,2446.350098,2458.300049,2409.399902,2416.850098,2416.850098,607772
2021-09-23,2432.800049,2475.000000,2430.000000,2469.199951,2469.199951,766910
